name,s,e,c
CARD18,960216,960716,960466
CARD19,817265,817765,817515
CARD6,460987,461487,461237
CARD8,1353854,1354361,1354108;1354111;1354104
CARD9,838970,839470,839220
CARF,226265,226765,226515;226515
CARHSP1,1209144,1209648,1209398;1209398;1209398;1209394;1209397
CARM1,1334973,1335473,1335223
CARNMT1,808157,808657,808407
CARNS1,941302,941802,941552;941552;941552
CARP,886283,886783,886533
CARS,909250,909750,909500;909500
CARS2,1097820,1098320,1098070
CARTPT,476074,476574,476324
CASC1,987889,988389,988139
CASC10,850836,851336,851086;851086
CASC3,1268993,1269493,1269243
CASC4,1175691,1176191,1175941
CASC5,1173844,1174344,1174094;1174094
CASD1,663652,664152,663902
CASK,1461169,1461669,1461419
CASKIN1,1205790,1206290,1206040
CASKIN2,1286597,1287100,1286850;1286847
CASP1,960163,960663,960413
CASP10,225400,225900,225650;225650
CASP14,1337062,1337562,1337312
CASP2,688075,688575,688325
CASP3,437774,438274,438024
CASP4,960124,960631,960380;960381;960374
CASP5,960157,960657,960407
CASP6,400301,400801,400551
CASP7,897662,898177,897912;897912;897912;897927;897912
CASP8,225426,225939,225676;225688;225689
CASP8AP2,576294,576803,576544;576553
CASP9,7676,8176,7926;7926;7926
CASQ1,79831,80331,80081
CASQ2,57906,58406,58156
CASR,306928,307428,307178;307178
CASS4,1386540,1387040,1386790;1386790
CAST,488565,489086,488836;488816;488815
CASZ1,5153,5679,5429;5403
CAT,924941,925441,925191
CATIP,233987,234487,234237
CATSPER1,940607,941107,940857
CATSPER2,1175371,1175871,1175621
CATSPER3,507718,508218,507968
CATSPER4,13009,13509,13259
CATSPERB,1145825,1146325,1146075
CATSPERD,1332342,1332842,1332592
CATSPERG,1348895,1349395,1349145;1349145
CAV1,674665,675166,674916;674915;674915;674915
CAV2,674652,675152,674902;674902
CAV3,250364,250864,250614
CBARA1,877135,877635,877385
CBARP,1330100,1330600,1330350
CBFA2T2,1375085,1375622,1375335;1375372
CBFA2T3,1249167,1249688,1249420;1249438;1249417
CBFB,1238198,1238698,1238448;1238448
CBL,967249,967749,967499
CBLB,298770,299270,299020
CBLC,1352122,1352622,1352372
CBLL1,670275,670775,670525;670525
CBLN1,1229324,1229824,1229574
CBLN2,1325548,1326048,1325798;1325798
CBLN3,1112175,1112675,1112425;1112425
CBLN4,1386337,1386837,1386587
CBR1,1409281,1409781,1409531
CBR3,1409313,1409813,1409563
CBR4,429954,430454,430204
CBS,1412807,1413308,1413057;1413058
CBWD1,769586,769925,769675
CBWD2,181474,181974,181724
CBWD3,804764,805264,805014
CBWD5,803964,804467,804217;804214
CBWD7,804764,805264,805014
CBX1,1272934,1273434,1273184;1273184;1273184
CBX2,1288720,1289220,1288970
CBX3,629703,630203,629953;629953;629953
CBX4,1288751,1289251,1289001
CBX5,1002540,1003051,1002801;1002791;1002790
CBX6,1434259,1434759,1434509
CBX7,1434399,1434899,1434649
CBX8,1288730,1289230,1288980
CBY1,1434151,1434651,1434401
CBY3,530121,530621,530371
CC2D1A,1336490,1336990,1336740
CC2D1B,26166,26666,26416
CC2D2A,352724,353224,352974
CCAR1,875183,875683,875433;875433
CCAR2,707384,707884,707634
CCBE1,1319125,1319625,1319375
CCBL1,835158,835658,835408;835408
CCBL2,44480,44980,44730;44730;44730
CCDC102A,1233452,1233952,1233702
CCDC102B,1323675,1324175,1323925
CCDC103,1271333,1271833,1271583
CCDC105,1337042,1337542,1337292
CCDC106,1357561,1358061,1357811;1357811
CCDC107,787165,787665,787415
CCDC108,234330,234830,234580
CCDC109B,400229,400729,400479
CCDC110,438185,438685,438435
CCDC112,497882,498382,498132
CCDC113,1233808,1234308,1234058
CCDC115,189926,190426,190176
CCDC116,1425618,1426118,1425868
CCDC117,1429209,1429709,1429459
CCDC12,269486,269988,269736;269738
CCDC120,1464733,1465236,1464983;1464986
CCDC122,1064367,1064867,1064617;1064617
CCDC124,1338503,1339005,1338753;1338754;1338755
CCDC125,474871,475381,475131;475121
CCDC126,628401,628901,628651;628651
CCDC127,440818,441176,440926
CCDC129,632359,632867,632617;632609
CCDC13,267384,267884,267634
CCDC130,1336411,1336911,1336661
CCDC134,1435723,1436223,1435973
CCDC136,680798,681298,681048
CCDC137,1289661,1290161,1289911;1289911
CCDC138,179078,179578,179328
CCDC14,307817,308317,308067
CCDC140,235958,236458,236208
CCDC141,214334,214834,214584
CCDC142,161732,162232,161982
CCDC144A,1258141,1258641,1258391
CCDC144NL,1260244,1260744,1260494
CCDC146,654958,655458,655208
CCDC148,204033,204533,204283
CCDC149,357446,357979,357696;357729
CCDC15,970123,970623,970373
CCDC150,223129,223629,223379
CCDC151,1335254,1335754,1335504
CCDC152,461945,462445,462195
CCDC153,967244,967744,967494
CCDC154,1205414,1205914,1205664
CCDC155,1354427,1354927,1354677
CCDC157,1430001,1430501,1430251;1430251
CCDC159,1335210,1335710,1335460
CCDC160,1506963,1507463,1507213;1507213
CCDC166,768548,769048,768798
CCDC167,549758,550258,550008
CCDC168,1093846,1094346,1094096
CCDC169,1060576,1061076,1060826
CCDC169-SOHLH2,1060576,1061076,1060826
CCDC17,22795,23295,23045
CCDC170,606932,607432,607182
CCDC171,777112,777612,777362
CCDC172,898984,899484,899234
CCDC173,209652,210152,209902
CCDC174,253323,253823,253573
CCDC175,1129747,1130247,1129997
CCDC177,1134746,1135246,1134996
CCDC178,1305953,1306453,1306203
CCDC18,46573,47073,46823
CCDC180,819370,819870,819620
CCDC181,84449,84949,84699
CCDC182,1277756,1278256,1278006
CCDC183,839181,839681,839431
CCDC184,999503,1000003,999753
CCDC185,111534,112034,111784
CCDC186,897909,898409,898159
CCDC189,1220053,1220553,1220303
CCDC190,81169,81670,81420;81419
CCDC191,302864,303364,303114
CCDC22,1464823,1465323,1465073
CCDC24,21979,22479,22229
CCDC25,709968,710468,710218
CCDC27,1585,2085,1835
CCDC28A,600572,601072,600822
CCDC28B,16083,16584,16334;16334;16333
CCDC3,846464,847013,846714;846743;846763
CCDC33,1190665,1191206,1190956;1190915
CCDC34,921403,921903,921653
CCDC36,270595,271095,270845
CCDC38,1023383,1023883,1023633;1023633
CCDC39,336175,336675,336425
CCDC40,1288850,1289350,1289100;1289100
CCDC42,1254169,1254669,1254419
CCDC43,1271228,1271728,1271478
CCDC47,1280770,1281270,1281020
CCDC50,341500,342000,341750
CCDC51,270217,270717,270467
CCDC53,1026442,1026942,1026692;1026692
CCDC54,299525,300025,299775
CCDC57,1289930,1290430,1290180
CCDC58,307028,307528,307278
CCDC59,1016591,1017091,1016841;1016841
CCDC6,870776,871276,871026
CCDC60,1035101,1035601,1035351
CCDC61,1352731,1353231,1352981
CCDC62,1036844,1037344,1037094;1037094
CCDC63,1030857,1031357,1031107
CCDC64,1035428,1035928,1035678
CCDC64B,1206209,1206709,1206459
CCDC65,999863,1000363,1000113
CCDC66,274272,274772,274522
CCDC67,954242,954742,954492
CCDC68,1316755,1317256,1317006;1317005
CCDC69,515868,516368,516118
CCDC7,856310,856871,856560;856621;856560
CCDC70,1068359,1068859,1068609
CCDC71,270578,271078,270828
CCDC71L,669733,670233,669983
CCDC73,924119,924619,924369
CCDC74A,190519,191019,190769
CCDC74B,189828,190328,190078
CCDC77,975466,975970,975720;975714
CCDC78,1205055,1205555,1205305
CCDC79,1238084,1238584,1238334
CCDC8,1352940,1353440,1353190
CCDC80,302156,302657,302406;302407
CCDC81,950753,951253,951003;951003
CCDC82,955770,956271,956020;956021
CCDC83,950494,950994,950744;950744
CCDC84,967145,967645,967395
CCDC85A,152582,153082,152832;152832
CCDC85B,940540,941040,940790
CCDC85C,1149761,1150261,1150011
CCDC86,938015,938515,938265
CCDC87,940891,941391,941141
CCDC88A,152200,152700,152450;152450
CCDC88B,939764,940264,940014
CCDC88C,1145668,1146168,1145918
CCDC89,950409,950909,950659
CCDC9,1353361,1353862,1353611;1353612
CCDC90B,949209,949709,949459;949459
CCDC91,989420,989920,989670
CCDC92,1037443,1037943,1037693;1037693
CCDC93,183762,184262,184012
CCDC96,348511,349011,348761
CCDC97,1350390,1350890,1350640
CCER1,1020889,1021389,1021139
CCER2,1349183,1349683,1349433
CCHCR1,546587,547087,546837;546837;546837
CCIN,787420,787920,787670
CCK,267129,267630,267380;267380;267379
CCKAR,358235,358735,358485
CCKBR,910851,911351,911101
CCL1,1266190,1266690,1266440
CCL11,1266151,1266651,1266401
CCL13,1266186,1266686,1266436
CCL14,1267001,1267501,1267251
CCL15,1267009,1267509,1267259;1267259
CCL16,1266999,1267499,1267249
CCL17,1233390,1233890,1233640
CCL18,1267040,1267540,1267290
CCL19,786681,787181,786931
CCL2,1266136,1266636,1266386
CCL20,238716,239216,238966;238966
CCL21,786691,787191,786941
CCL22,1233363,1233863,1233613
CCL23,1267017,1267517,1267267
CCL24,654304,654804,654554
CCL25,1333540,1334040,1333790;1333790
CCL27,786667,787167,786917
CCL28,462265,462773,462515;462523
CCL3,1267053,1267553,1267303
CCL3L3,1267107,1267607,1267357
CCL4,1267060,1267560,1267310;1267310
CCL4L2,1267114,1267614,1267364;1267364
CCL5,1266948,1267448,1267198
CCL7,1266143,1266643,1266393
CCL8,1266168,1266668,1266418
CCM2,639102,639616,639352;639366
CCM2L,1374346,1374846,1374596
CCNA1,1060643,1061144,1060894;1060894;1060893
CCNA2,406361,406861,406611
CCNB1,474798,475298,475048;475048
CCNB1IP1,1110126,1110626,1110376
CCNB2,1183099,1183599,1183349
CCNC,581033,581533,581283;581283
CCND1,942438,942938,942688
CCND2,977406,977906,977656
CCND3,551979,552533,552229;552229;552283;552283
CCNDBP1,1175139,1175639,1175389
CCNE1,1344633,1345133,1344883;1344883
CCNE2,744106,744606,744356
CCNF,1205906,1206406,1206156
CCNG1,521999,522499,522249
CCNG2,384028,384528,384278;384278
CCNH,483920,484421,484170;484171;484171
CCNI,383987,384487,384237
CCNI2,506608,507108,506858
CCNJ,888844,889344,889094;889094
CCNJL,520436,520936,520686
CCNK,1149699,1150201,1149949;1149951
CCNL1,324415,324915,324665
CCNL2,418,918,668
CCNO,467831,468331,468081
CCNT1,999770,1000270,1000020;1000020;1000020
CCNT2,192215,192715,192465
CCNY,857710,858258,858008;858005;857960
CCNYL1,228665,229165,228915;228915
CCP110,1214434,1214934,1214684
CCPG1,1181243,1181751,1181501;1181493
CCR1,269101,269601,269351
CCR10,1270261,1270761,1270511
CCR2,269174,269674,269424
CCR3,269118,269621,269368;269371
CCR4,262473,262973,262723
CCR5,269183,269683,269433
CCR6,614787,615293,615037;615043;615038
CCR7,1269203,1269705,1269455;1269453
CCR8,265662,266162,265912
CCRL2,269201,269701,269451;269451
CCS,940891,941391,941141;941141
CCSAP,114490,114990,114740
CCSER1,390513,391067,390763;390817
CCSER2,882987,883535,883237;883285
CCT2,1010204,1010704,1010454;1010454
CCT3,77905,78405,78155
CCT4,155434,155934,155684
CCT5,445692,446192,445942
CCT6A,644642,645142,644892
CCT6B,1266489,1266989,1266739
CCT7,161107,161610,161357;161360
CCT8,1405782,1406282,1406032;1406032
CCT8L2,1423161,1423661,1423411
CCZ1,619552,620052,619802
CCZ1B,620015,620515,620265
CD101,58523,59023,58773
CD109,568227,568727,568477;568477
CD14,510573,511073,510823;510823
CD151,908127,908628,908377;908378
CD160,72608,73108,72858
CD163,979043,979543,979293
CD163L1,979013,979513,979263
CD164,585876,586376,586126
CD164L2,13605,14105,13855
CD177,1351410,1351910,1351660
CD180,473813,474313,474063
CD19,1219138,1219638,1219388
CD1A,78862,79363,79112;79113
CD1B,78901,79401,79151
CD1C,78880,79380,79130
CD1D,78825,79326,79076;79075
CD1E,78912,79412,79162
CD2,58399,58899,58649
CD200,302002,302502,302252
CD200R1,302323,302823,302573;302573
CD200R1L,302259,302759,302509
CD207,159908,160408,160158
CD209,1333388,1333888,1333638
CD22,1347392,1347892,1347642
CD226,1324250,1324755,1324500;1324505;1324501
CD24,1528491,1528991,1528741
CD244,80167,80667,80417;80417
CD247,83494,83994,83744
CD248,940753,941253,941003
CD27,978492,978992,978742
CD274,772061,772561,772311
CD276,1190389,1190889,1190639;1190639
CD28,226662,227162,226912
CD2AP,554747,555247,554997;554997
CD2BP2,1219850,1220350,1220100;1220100;1220100
CD300A,1286076,1286576,1286326;1286326
CD300C,1286116,1286616,1286366
CD300E,1286154,1286654,1286404
CD300LB,1286108,1286608,1286358
CD300LD,1286139,1286639,1286389
CD300LF,1286199,1286699,1286449
CD300LG,1270807,1271307,1271057
CD302,204704,205204,204954
CD320,1333668,1334168,1333918
CD33,1355346,1355846,1355596
CD34,103793,104293,104043;104043
CD36,656698,657220,656966;656948;656948;656970
CD37,1354401,1354901,1354651
CD38,352878,353378,353128
CD3D,966817,967317,967067
CD3E,966798,967298,967048
CD3EAP,1352436,1352936,1352686;1352686
CD3G,966818,967318,967068
CD4,978664,979164,978914
CD40,1381420,1381920,1381670
CD40LG,1508143,1508643,1508393
CD44,925291,925791,925541;925541
CD46,103713,104213,103963
CD47,299881,300381,300131
CD48,80091,80591,80341
CD5,938145,938645,938395
CD53,55458,55960,55708;55710
CD55,103498,103998,103748;103748
CD58,58307,58807,58557
CD59,924583,925089,924839;924833;924833
CD5L,78656,79156,78906
CD6,938080,938580,938330
CD63,1003275,1003776,1003526;1003526;1003526;1003525;1003526;1003526;1003525
CD68,1253586,1254086,1253836
CD69,980171,980671,980421
CD7,1289982,1290482,1290232
CD70,1332777,1333277,1333027
CD72,787145,787645,787395
CD74,515463,515963,515713;515713
CD79A,1350672,1351172,1350922;1350922
CD79B,1280849,1281349,1281099
CD80,305616,306116,305866
CD81,908910,909410,909160
CD82,930018,930518,930268
CD83,538083,538583,538333;538333
CD84,80025,80525,80275
CD86,306864,307375,307114;307125;307123
CD8A,167886,168394,168136;168136;168144
CD8B,167921,168421,168171;168171
CD9,978369,978869,978619
CD93,1370580,1371080,1370830
CD96,301607,302107,301857;301857
CD99,1519193,1519693,1519443
CD99L2,1515311,1515811,1515561;1515561
CDA,10208,10708,10458
CDAN1,1174915,1175415,1175165
CDC10,634503,635003,634753
CDC123,846061,846561,846311
CDC14A,50160,50660,50410
CDC14B,819000,819527,819277;819250;819250;819276
CDC16,1099641,1099975,1099891
CDC20,21663,22163,21913
CDC20B,467801,468301,468051
CDC23,509341,509841,509591
CDC25A,270091,270591,270341
CDC25B,1360930,1361435,1361185;1361185;1361185;1361180;1361180
CDC25C,509400,509904,509650;509654
CDC26,827354,827854,827604;827604
CDC27,1272478,1272978,1272728
CDC34,1329747,1330247,1329997
CDC37,1334739,1335239,1334989
CDC37L1,771675,772175,771925
CDC40,586275,586775,586525
CDC42,10940,11440,11190
CDC42BPA,113503,114004,113754;113753;113753
CDC42BPB,1151487,1151987,1151737
CDC42BPG,940017,940517,940267
CDC42EP1,1433603,1434104,1433853;1433854
CDC42EP2,940252,940752,940502
CDC42EP3,143326,143826,143576;143576;143576
CDC42EP4,1285499,1285999,1285749;1285749
CDC42EP5,1356973,1357474,1357224;1357223
CDC42SE1,75267,75767,75517
CDC42SE2,505866,506366,506116
CDC45,1424358,1424858,1424608
CDC5L,553202,553702,553452;553452
CDC6,1269066,1269567,1269317;1269316
CDC7,45734,46234,45984;45984
CDC73,96296,96796,96546
CDCA2,708811,709311,709061;709061
CDCA3,978695,979195,978945
CDCA4,1152469,1152969,1152719
CDCA5,940136,940636,940386
CDCA7,211486,211986,211736
CDCA7L,627575,628075,627825
CDCA8,18830,19330,19080
CDCP1,268570,269070,268820
CDH1,1239052,1239552,1239302
CDH10,452889,453389,453139;453139
CDH11,1237244,1237744,1237494
CDH13,1245997,1246497,1246247
CDH15,1249286,1249786,1249536
CDH16,1238143,1238643,1238393
CDH17,743760,744267,744010;744013;744017
CDH18,450561,451354,450811;451104;450969
CDH19,1322578,1323078,1322828
CDH2,1303321,1303821,1303571;1303571
CDH20,1320021,1320521,1320271
CDH22,1381515,1382015,1381765
CDH23,876521,877021,876771
CDH24,1111489,1111989,1111739
CDH26,1388313,1388832,1388563;1388582
CDH3,1239006,1239506,1239256;1239256
CDH4,1388960,1389634,1389210;1389384
CDH5,1237867,1238372,1238117;1238122
CDH6,456163,456663,456413
CDH7,1322151,1322652,1322402;1322402;1322401
CDH8,1235702,1236202,1235952
CDH9,454086,454586,454336
CDHR1,882920,883420,883170;883170
CDHR2,528551,529055,528805;528801
CDHR3,669384,669893,669634;669643
CDHR4,270895,271395,271145
CDHR5,908023,908523,908273
CDIP1,1206961,1207461,1207211;1207211
CDIPT,1219603,1220104,1219854;1219854;1219854;1219853
CDK1,871212,871712,871462
CDK10,1249540,1250043,1249793;1249793;1249790
CDK11A,578,1078,828
CDK11B,545,1046,796;795
CDK12,1268653,1269154,1268904;1268903
CDK13,636577,637078,636828;636827;636827
CDK14,661695,662260,662002;661945;662002;662010
CDK15,225712,226212,225962;225962
CDK16,1463816,1464319,1464067;1464066;1464069
CDK17,1023612,1024112,1023862;1023862
CDK18,102487,102987,102737;102737
CDK19,586593,587093,586843
CDK2,1003395,1003895,1003645
CDK20,814630,815130,814880;814880
CDK2AP1,1037091,1037593,1037343;1037341;1037343
CDK2AP2,941348,941849,941598;941599
CDK4,1004287,1004788,1004538;1004537
CDK5,691960,692460,692210
CDK5R1,1265251,1265752,1265501;1265502
CDK5R2,234289,234789,234539
CDK5RAP1,1375041,1375541,1375291
CDK5RAP2,831007,831507,831257
CDK5RAP3,1272869,1273372,1273122;1273119
CDK6,662814,663315,663065;663064;663064
CDK7,474832,475332,475082
CDK8,1055555,1056055,1055805
CDK9,834610,835110,834860
CDKAL1,541292,541792,541542
CDKL1,1125157,1125658,1125408;1125407
CDKL2,383266,383766,383516
CDKL3,507397,507920,507670;507668;507647
CDKL5,1449499,1450037,1449749;1449787
CDKN1A,549347,549850,549598;549597;549600
CDKN1B,981650,982150,981900;981900
CDKN1C,909164,909664,909414
CDKN2A,780323,780833,780573;780573;780583
CDKN2AIP,437171,437671,437421
CDKN2AIPNL,507440,507940,507690
CDKN2B,780340,780840,780590
CDKN2C,25468,25968,25718;25718;25718
CDKN2D,1334821,1335321,1335071
CDKN3,1127157,1127657,1127407
CDNF,847383,847883,847633
CDO1,498143,498643,498393;498393
CDON,970677,971177,970927;970927
CDPF1,1437948,1438448,1438198
CDR2,1215859,1216359,1216109;1216109
CDR2L,1286336,1286836,1286586
CDRT1,1257606,1258106,1257856
CDRT15,1256915,1257415,1257165
CDRT15L2,1260086,1260586,1260336
CDRT4,1257530,1258030,1257780
CDS1,387741,388241,387991;387991
CDS2,1361600,1362100,1361850;1361850
CDSN,546569,547069,546819
CDT1,1249102,1249602,1249352
CDV3,312623,313123,312873;312873;312873;312873
CDW52,13073,13573,13323
CDX1,515340,515840,515590
CDX2,1056412,1056912,1056662
CDX4,1476611,1477111,1476861
CDY1,1531798,1532298,1532048
CDY1B,1531011,1531511,1531261
CDY2A,1527982,1528482,1528232
CDYL,533413,533970,533663;533720;533701
CDYL2,1245086,1245586,1245336
CEACAM1,1350998,1351498,1351248
CEACAM18,1355472,1355972,1355722
CEACAM19,1352069,1352569,1352319;1352319
CEACAM20,1351998,1352498,1352248
CEACAM21,1350509,1351023,1350759;1350773
CEACAM3,1350632,1351132,1350882;1350882
CEACAM4,1350548,1351048,1350798
CEACAM5,1350588,1351088,1350838
CEACAM6,1350611,1351111,1350861
CEACAM7,1350578,1351078,1350828
CEACAM8,1351031,1351531,1351281
CEBPA,1346378,1346878,1346628
CEBPB,1383450,1383950,1383700
CEBPD,720478,720978,720728;720728
CEBPE,1111520,1112020,1111770
CEBPG,1346414,1346914,1346664;1346664;1346664
CECR1,1423475,1423976,1423725;1423725;1423726
CECR2,1423545,1424050,1423795;1423800
CECR5,1423445,1423945,1423695
CECR6,1423426,1423926,1423676
CEL,837304,837804,837554
CELA1,1001085,1001585,1001335
CELA2A,7642,8142,7892
CELA2B,7652,8152,7902
CELA3A,10915,11415,11165
CELA3B,10902,11402,11152
CELF1,931466,931998,931748;931716;931719;931733
CELF2,845466,846046,845796;845796;845722;845716;845796
CELF3,75595,76095,75845;75845
CELF4,1308015,1308515,1308265;1308265
CELF5,1331094,1331594,1331344
CELF6,1189700,1190207,1189957;1189950;1189957
CELSR1,1438091,1438591,1438341
CELSR2,54647,55147,54897
CELSR3,270327,270827,270577
CEMIP,1193936,1194453,1194186;1194203
CEND1,908106,908606,908356
CENPA,137881,138381,138131
CENPB,1360930,1361430,1361180
CENPBD1,1249686,1250093,1249936
CENPC,379194,379694,379444
CENPE,397048,397548,397298
CENPF,107139,107639,107389
CENPH,474809,475309,475059
CENPJ,1054889,1055389,1055139
CENPK,472996,473496,473246
CENPL,86647,87147,86897;86897
CENPM,1435793,1436296,1436046;1436046;1436043
CENPN,1245187,1245687,1245437;1245437
CENPO,136884,137385,137134;137135
CENPP,816879,817379,817129
CENPQ,555740,556240,555990
